url,city,price,price_per_sqm,description,street_name,street_number,area_m2,upload_date
https://www.myhome.ge/pr/20503065/qiravdeba-2-otaxiani-bina-qutaisshi/,ქუთაისი,953,17 / მ²,ქირავდება 2 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,ნუცუბიძე შ. ქ. 2,55მ²,30 ივნ 11:12
https://www.myhome.ge/pr/19989891/qiravdeba-5-otaxiani-bina-qutaisshi/,ქუთაისი,"1,000",10 / მ²,ქირავდება 5 ოთახიანი ბინა ქუთაისში,ჭავჭავაძე,ჭავჭავაძის გამზ. 52,100მ²,30 ივნ 11:12
https://www.myhome.ge/pr/19984192/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,800,11 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,პასილოკი,ხუნდაძის ქ. 51,70მ²,30 ივნ 11:12
https://www.myhome.ge/pr/19983783/qiravdeba-2-otaxiani-bina-qutaisshi/,ქუთაისი,900,13 / მ²,ქირავდება 2 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ. 112,72მ²,30 ივნ 11:12
https://www.myhome.ge/pr/20001508/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,"1,497",21 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,მეფეთუბანი,წმინდა ნინოს ქ. 1,70მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20001538/qiravdeba-2-otaxiani-bina-qutaisshi/,ქუთაისი,"1,000",18 / მ²,ქირავდება 2 ოთახიანი ბინა ქუთაისში,ასათიანი,ხანძთელი გრ. ქ. 21,55მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20003591/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,"1,000",13 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,ზასტავა,გამსახურდია ზ. ქუჩა 30,80მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20003365/qiravdeba-2-otaxiani-bina-qutaisshi/,ქუთაისი,700,21 / მ²,ქირავდება 2 ოთახიანი ბინა ქუთაისში,ჭავჭავაძე,ჭავჭავაძის გამზ. 48,34მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20001437/qiravdeba-4-otaxiani-bina-qutaisshi/,ქუთაისი,"1,000",15 / მ²,ქირავდება 4 ოთახიანი ბინა ქუთაისში,პლაშადკა,ლეონიძის ქ.,68მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20576392/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,800,7 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ. 22,120მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20568242/qiravdeba-2-otaxiani-bina-qutaisshi/,ქუთაისი,800,26 / მ²,ქირავდება 2 ოთახიანი ბინა ქუთაისში,ბალახვანი,განჯის ქ. 12,31მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20001485/qiravdeba-2-otaxiani-bina-qutaisshi/,ქუთაისი,"1,225",14 / მ²,ქირავდება 2 ოთახიანი ბინა ქუთაისში,ბალახვანი,სადგურის ქ.,90მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20003449/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,650,11 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ. 112,61მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20576528/qiravdeba-1-otaxiani-bina-qutaisshi/,ქუთაისი,800,19 / მ²,ქირავდება 1 ოთახიანი ბინა ქუთაისში,ჭავჭავაძე,ჭავჭავაძის გამზ.,42მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20576347/qiravdeba-2-otaxiani-bina-qutaisshi/,ქუთაისი,800,20 / მ²,ქირავდება 2 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებელი დ. გამზირი 112,40მ²,30 ივნ 11:11
https://www.myhome.ge/pr/20574026/qiravdeba-2-otaxiani-bina-qutaisshi/,ქუთაისი,900,14 / მ²,ქირავდება 2 ოთახიანი ბინა ქუთაისში,ზასტავა,ჯავახიშვილი ი. ქუჩა 49,65მ²,30 ივნ 11:11
https://www.myhome.ge/pr/10731390/qiravdeba-dghiurad-2-otaxiani-bina-qutaisshi/,ქუთაისი,50,,ქირავდება დღიურად 2 ოთახიანი ბინა ქუთაისში,,9 აპრილის 10/35,38მ²,30 ივნ 10:56
https://www.myhome.ge/pr/20245278/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,"132,051","1,809 / მ²",იყიდება 3 ოთახიანი ბინა ქუთაისში,ავანგარდი,სულხან-საბას გამზ. 57,73მ²,30 ივნ 10:45
https://www.myhome.ge/pr/18717617/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,"1,000",13 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,ზასტავა,აბაშიძე ი. ქ. 10a,80მ²,30 ივნ 10:21
https://www.myhome.ge/pr/21285066/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,"1,361",19 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,ზასტავა,აბაშიძე ი. ქ. 25,70მ²,30 ივნ 10:18
https://www.myhome.ge/pr/20749220/qiravdeba-dghiurad-2-otaxiani-bina-qutaisshi/,ქუთაისი,100,,ქირავდება დღიურად 2 ოთახიანი ბინა ქუთაისში,მეფეთუბანი,თამარ მეფის ქ.,50მ²,30 ივნ 09:32
https://www.myhome.ge/pr/21052486/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,"1,225",22 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებელი დ. გამზირი 112,55მ²,30 ივნ 09:03
https://www.myhome.ge/pr/21384308/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,"1,634",25 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ.,65მ²,30 ივნ 08:23
https://www.myhome.ge/pr/21485843/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,"137,224","2,450 / მ²",იყიდება 2 ოთახიანი ბინა ქუთაისში,ზასტავა,ჯავახიშვილი ი. ქუჩა,56მ²,30 ივნ 00:55
https://www.myhome.ge/pr/21461673/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,"187,594","3,540 / მ²",იყიდება 2 ოთახიანი ბინა ქუთაისში,მეფეთუბანი,საგარაძე ლ. ქ. 5,53მ²,30 ივნ 00:43
https://www.myhome.ge/pr/21103528/iyideba-4-otaxiani-bina-qutaisshi/,ქუთაისი,"268,532","1,851 / მ²",იყიდება 4 ოთახიანი ბინა ქუთაისში,ნიკეა,ნიკეას ქ. 30,145.04მ²,30 ივნ 00:07
https://www.myhome.ge/pr/21708349/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,700,10 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,პასილოკი,თაბუკაშვილის ქ. 14,70მ²,29 ივნ 23:07
https://www.myhome.ge/pr/21604705/qiravdeba-2-otaxiani-bina-qutaisshi/,ქუთაისი,817,18 / მ²,ქირავდება 2 ოთახიანი ბინა ქუთაისში,პასილოკი,თაბუკაშვილის ქ. 179,45მ²,29 ივნ 21:45
https://www.myhome.ge/pr/17729879/qiravdeba-dghiurad-2-otaxiani-bina-qutaisshi/,ქუთაისი,60,,ქირავდება დღიურად 2 ოთახიანი ბინა ქუთაისში,ზასტავა,რუსთაველის შეს.,42მ²,29 ივნ 21:28
https://www.myhome.ge/pr/12962134/qiravdeba-dghiurad-2-otaxiani-bina-qutaisshi/,ქუთაისი,70,,ქირავდება დღიურად 2 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ. 81,49მ²,29 ივნ 20:57
https://www.myhome.ge/pr/12915472/qiravdeba-dghiurad-1-otaxiani-bina-qutaisshi/,ქუთაისი,60,,ქირავდება დღიურად 1 ოთახიანი ბინა ქუთაისში,მეფეთუბანი,თამარ მეფის ქ.,32მ²,29 ივნ 20:57
https://www.myhome.ge/pr/20450353/qiravdeba-dghiurad-1-otaxiani-bina-qutaisshi/,ქუთაისი,70,,ქირავდება დღიურად 1 ოთახიანი ბინა ქუთაისში,ჭავჭავაძე,ჭავჭავაძის გამზ. 46,39მ²,29 ივნ 20:57
https://www.myhome.ge/pr/12962198/qiravdeba-dghiurad-2-otaxiani-bina-qutaisshi/,ქუთაისი,60,,ქირავდება დღიურად 2 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ.,50მ²,29 ივნ 20:57
https://www.myhome.ge/pr/12915361/qiravdeba-dghiurad-1-otaxiani-bina-qutaisshi/,ქუთაისი,70,,ქირავდება დღიურად 1 ოთახიანი ბინა ქუთაისში,მეფეთუბანი,თამარ მეფის ქ.,32მ²,29 ივნ 20:57
https://www.myhome.ge/pr/20869945/qiravdeba-dghiurad-2-otaxiani-bina-qutaisshi/,ქუთაისი,80,,ქირავდება დღიურად 2 ოთახიანი ბინა ქუთაისში,ჭავჭავაძე,ჭავჭავაძის გამზ. 48,32მ²,29 ივნ 20:57
https://www.myhome.ge/pr/21708097/iyideba-1-otaxiani-bina-qutaisshi/,ქუთაისი,"98,017","2,649 / მ²",იყიდება 1 ოთახიანი ბინა ქუთაისში,ზასტავა,რუსთაველის შეს. 85,37მ²,29 ივნ 20:24
https://www.myhome.ge/pr/21517064/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,"1,000",10 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,აღმაშენებელი,აღმაშენებლის გამზ. 81,100მ²,29 ივნ 19:45
https://www.myhome.ge/pr/16629559/qiravdeba-dghiurad-4-otaxiani-bina-qutaisshi/,ქუთაისი,100,,ქირავდება დღიურად 4 ოთახიანი ბინა ქუთაისში,პასილოკი,თაბუკაშვილის ქ. 12,75მ²,29 ივნ 19:35
https://www.myhome.ge/pr/21707891/iyideba-4-otaxiani-bina-qutaisshi/,ქუთაისი,"231,430","2,386 / მ²",იყიდება 4 ოთახიანი ბინა ქუთაისში,ზასტავა,9 აპრილის ქ.,97მ²,29 ივნ 19:08
https://www.myhome.ge/pr/21707837/iyideba-3-otaxiani-bina-qutaisshi/,ქუთაისი,"187,866","2,763 / მ²",იყიდება 3 ოთახიანი ბინა ქუთაისში,პასილოკი,ხუნდაძის ქ.,68მ²,29 ივნ 18:54
https://www.myhome.ge/pr/21707825/iyideba-2-otaxiani-bina-qutaisshi/,ქუთაისი,"176,703","2,388 / მ²",იყიდება 2 ოთახიანი ბინა ქუთაისში,პასილოკი,გამსახურდია კ. ქ.,74მ²,29 ივნ 18:50
https://www.myhome.ge/pr/21707809/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,500,7 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,საღორია,ახალგაზრდობის გამზ. 92,70მ²,29 ივნ 18:47
https://www.myhome.ge/pr/19732577/qiravdeba-dghiurad-1-otaxiani-bina-qutaisshi/,ქუთაისი,60,,ქირავდება დღიურად 1 ოთახიანი ბინა ქუთაისში,ბალახვანი,ასათაინი ლ. ქუჩა 28,50მ²,29 ივნ 18:47
https://www.myhome.ge/pr/19732581/qiravdeba-dghiurad-1-otaxiani-bina-qutaisshi/,ქუთაისი,60,,ქირავდება დღიურად 1 ოთახიანი ბინა ქუთაისში,ასათიანი,ასათიანი ლ. ქ. 28,50მ²,29 ივნ 18:46
https://www.myhome.ge/pr/20730836/qiravdeba-dghiurad-1-otaxiani-bina-qutaisshi/,ქუთაისი,60,,ქირავდება დღიურად 1 ოთახიანი ბინა ქუთაისში,ბალახვანი,ასათაინი ლ. ქუჩა 28,60მ²,29 ივნ 18:46
https://www.myhome.ge/pr/21329859/qiravdeba-3-otaxiani-bina-qutaisshi/,ქუთაისი,"1,634",36 / მ²,ქირავდება 3 ოთახიანი ბინა ქუთაისში,ზასტავა,ბუხაიძის ქ. 3,45მ²,29 ივნ 17:43
https://www.myhome.ge/pr/14324611/qiravdeba-dghiurad-2-otaxiani-bina-didubeshi/,თბილისი,40,,ქირავდება დღიურად 2 ოთახიანი ბინა დიდუბეში,დიდუბე,წყალტუბოს ქ.,50მ²,01 ივლ 18:51
https://www.myhome.ge/pr/21400830/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,100,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,შარტავას ქ. 31,55მ²,01 ივლ 18:49
https://www.myhome.ge/pr/21390704/qiravdeba-dghiurad-2-otaxiani-bina-varketilshi/,თბილისი,50,,ქირავდება დღიურად 2 ოთახიანი ბინა ვარკეთილში,ვარკეთილი,ჯავახეთის ქ.,50მ²,01 ივლ 18:48
https://www.myhome.ge/pr/21390867/qiravdeba-dghiurad-3-otaxiani-bina-isanshi/,თბილისი,80,,ქირავდება დღიურად 3 ოთახიანი ბინა ისანში,ისანი,ქეთევან წამებულის გამზ. 71,120მ²,01 ივლ 18:48
https://www.myhome.ge/pr/11537535/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,50,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,ვაჟა-ფშაველას გამზირი 39,40მ²,01 ივლ 18:48
https://www.myhome.ge/pr/21213031/iyideba-2-otaxiani-bina-ortachalashi/,თბილისი,"236,875","3,672 / მ²",იყიდება 2 ოთახიანი ბინა ორთაჭალაში,ორთაჭალა,ნადიკვარის დასახლების ქ. 1,64.5მ²,01 ივლ 18:46
https://www.myhome.ge/pr/10589368/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,100,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,კარტოზია გ. ქ.,62მ²,01 ივლ 18:44
https://www.myhome.ge/pr/15720204/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,120,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,კარტოზიას 10,55მ²,01 ივლ 18:42
https://www.myhome.ge/pr/19460808/qiravdeba-dghiurad-2-otaxiani-bina-isanshi/,თბილისი,30,,ქირავდება დღიურად 2 ოთახიანი ბინა ისანში,ისანი,ბერი გაბრიელ სალოსის გამზ. 1,67მ²,01 ივლ 18:41
https://www.myhome.ge/pr/21684549/qiravdeba-dghiurad-2-otaxiani-bina-varketilshi/,თბილისი,70,,ქირავდება დღიურად 2 ოთახიანი ბინა ვარკეთილში,ვარკეთილი,კუპრაძე ვ. ქ. 74,60მ²,01 ივლ 18:40
https://www.myhome.ge/pr/14050882/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,60,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,ყაზბეგის გამზ. 25,70მ²,01 ივლ 18:39
https://www.myhome.ge/pr/9737899/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,80,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,კარტოზია გ. ქ.,60მ²,01 ივლ 18:39
https://www.myhome.ge/pr/21526685/qiravdeba-dghiurad-2-otaxiani-bina-varketilshi/,თბილისი,50,,ქირავდება დღიურად 2 ოთახიანი ბინა ვარკეთილში,ვარკეთილი,კუპრაძე ვ. ქ. 74,70მ²,01 ივლ 18:37
https://www.myhome.ge/pr/15786903/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,50,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,ვაჟა-ფშაველას გამზირი,50მ²,01 ივლ 18:36
https://www.myhome.ge/pr/21014156/qiravdeba-dghiurad-2-otaxiani-bina-did-dighomshi/,თბილისი,40,,ქირავდება დღიურად 2 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,ვეფხისტყაოსნის ქ. 37,60მ²,01 ივლ 18:35
https://www.myhome.ge/pr/11708474/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,55,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,პეკინის გამზ. 30,60მ²,01 ივლ 18:34
https://www.myhome.ge/pr/13268248/qiravdeba-dghiurad-1-otaxiani-bina-muxianshi/,თბილისი,50,,ქირავდება დღიურად 1 ოთახიანი ბინა მუხიანში,მუხიანი,გობრონიძე ა. ქ. 18,30მ²,01 ივლ 18:28
https://www.myhome.ge/pr/21649333/qiravdeba-dghiurad-3-otaxiani-bina-saburtaloze/,თბილისი,150,,ქირავდება დღიურად 3 ოთახიანი ბინა საბურთალოზე,საბურთალო,კოსტავა მ. ქ.,88მ²,01 ივლ 18:28
https://www.myhome.ge/pr/16317067/qiravdeba-dghiurad-1-otaxiani-bina-san-zonashi/,თბილისი,50,,ქირავდება დღიურად 1 ოთახიანი ბინა სან. ზონაში,სან. ზონა,გურამიშვილის გამზ.,32მ²,01 ივლ 18:27
https://www.myhome.ge/pr/11614240/qiravdeba-dghiurad-2-otaxiani-bina-didubeshi/,თბილისი,40,,ქირავდება დღიურად 2 ოთახიანი ბინა დიდუბეში,დიდუბე,წყალტუბოს ქ.,50მ²,01 ივლ 18:27
https://www.myhome.ge/pr/12137295/qiravdeba-dghiurad-2-otaxiani-bina-didubeshi/,თბილისი,40,,ქირავდება დღიურად 2 ოთახიანი ბინა დიდუბეში,დიდუბე,წყალტუბოს ქ.,50მ²,01 ივლ 18:17
https://www.myhome.ge/pr/20991483/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,60,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,ვაჟა-ფშაველას II შეს. 36,30მ²,01 ივლ 18:17
https://www.myhome.ge/pr/20551897/iyideba-3-otaxiani-bina-saburtaloze/,თბილისი,"495,531","6,317 / მ²",იყიდება 3 ოთახიანი ბინა საბურთალოზე,საბურთალო,უნივერსიტეტის ქ. 24,78.44მ²,01 ივლ 18:17
https://www.myhome.ge/pr/21400385/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,100,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,კოსტავა მ. ქ. 80,85მ²,01 ივლ 18:16
https://www.myhome.ge/pr/17590612/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,80,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,ასათიანი მ. ქუჩა,50მ²,01 ივლ 18:13
https://www.myhome.ge/pr/19317263/qiravdeba-dghiurad-2-otaxiani-bina-isanshi/,თბილისი,40,,ქირავდება დღიურად 2 ოთახიანი ბინა ისანში,ისანი,კაჩინსკი ლ. ქ. 1,50მ²,01 ივლ 18:12
https://www.myhome.ge/pr/16526319/iyideba-2-otaxiani-bina-fonichalashi/,თბილისი,"54,454","1,361 / მ²",იყიდება 2 ოთახიანი ბინა ფონიჭალაში,ფონიჭალა,მარნეულის ქ,40მ²,01 ივლ 18:09
https://www.myhome.ge/pr/21653451/iyideba-3-otaxiani-bina-dighmis-masivshi/,თბილისი,"279,077","3,403 / მ²",იყიდება 3 ოთახიანი ბინა დიღმის მასივში,დიღმის მასივი,ბელიაშვილი ა. ქ.,82მ²,01 ივლ 18:07
https://www.myhome.ge/pr/21590723/iyideba-2-otaxiani-bina-did-dighomshi/,თბილისი,"179,698","3,098 / მ²",იყიდება 2 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,ფარსადანის ქ.,58მ²,01 ივლ 18:05
https://www.myhome.ge/pr/21688056/qiravdeba-2-otaxiani-bina-saburtaloze/,თბილისი,"1,770",35 / მ²,ქირავდება 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,მინდელის ქ.,50მ²,01 ივლ 18:03
https://www.myhome.ge/pr/20410027/iyideba-2-otaxiani-bina-did-dighomshi/,თბილისი,"206,925","3,449 / მ²",იყიდება 2 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,გიორგი ბრწყინვალეს ქ.,60მ²,01 ივლ 18:03
https://www.myhome.ge/pr/21472297/iyideba-2-otaxiani-bina-vakeshi/,თბილისი,"245,043","5,699 / მ²",იყიდება 2 ოთახიანი ბინა ვაკეში,ვაკე,კეკელიძის ქ. 25,43მ²,01 ივლ 18:02
https://www.myhome.ge/pr/19905599/iyideba-3-otaxiani-bina-saburtaloze/,თბილისი,"612,608","6,188 / მ²",იყიდება 3 ოთახიანი ბინა საბურთალოზე,საბურთალო,უნივერსიტეტის ქ.,99მ²,01 ივლ 18:01
https://www.myhome.ge/pr/18469217/qiravdeba-dghiurad-2-otaxiani-bina-did-dighomshi/,თბილისი,50,,ქირავდება დღიურად 2 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,მირიან მეფის ქ. 93,47მ²,01 ივლ 18:00
https://www.myhome.ge/pr/19743949/iyideba-4-otaxiani-bina-didubeshi/,თბილისი,"285,884","2,947 / მ²",იყიდება 4 ოთახიანი ბინა დიდუბეში,დიდუბე,ხოშარაულის ქ. 47,97მ²,01 ივლ 18:00
https://www.myhome.ge/pr/19393886/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,50,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,პეკინის გამზ. 30,42მ²,01 ივლ 17:59
https://www.myhome.ge/pr/21711369/iyideba-3-otaxiani-bina-saburtaloze/,თბილისი,"258,657","4,213 / მ²",იყიდება 3 ოთახიანი ბინა საბურთალოზე,საბურთალო,მარშალ გელოვანის გამზ.,61.4მ²,01 ივლ 17:58
https://www.myhome.ge/pr/21643329/iyideba-2-otaxiani-bina-did-dighomshi/,თბილისი,"193,312","3,621 / მ²",იყიდება 2 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,პეტრე იბერის ქ.,53.38მ²,01 ივლ 17:55
https://www.myhome.ge/pr/21671087/qiravdeba-5-otaxiani-bina-mtawmindaze/,თბილისი,"4,084",27 / მ²,ქირავდება 5 ოთახიანი ბინა მთაწმინდაზე,მთაწმინდა,შევჩენკოს ქ. 10,150მ²,01 ივლ 17:54
https://www.myhome.ge/pr/20556548/qiravdeba-dghiurad-1-otaxiani-bina-didubeshi/,თბილისი,50,,ქირავდება დღიურად 1 ოთახიანი ბინა დიდუბეში,დიდუბე,წყალტუბოს ქ. 12,36მ²,01 ივლ 17:53
https://www.myhome.ge/pr/21700226/qiravdeba-3-otaxiani-bina-saburtaloze/,თბილისი,"1,906",24 / მ²,ქირავდება 3 ოთახიანი ბინა საბურთალოზე,საბურთალო,ცაგარელის ქ. 58,80მ²,01 ივლ 17:53
https://www.myhome.ge/pr/21705227/qiravdeba-3-otaxiani-bina-saburtaloze/,თბილისი,"1,906",24 / მ²,ქირავდება 3 ოთახიანი ბინა საბურთალოზე,საბურთალო,პოლიტკოვსკაია ა. ქ. (ჯიქია) 2,80მ²,01 ივლ 17:53
https://www.myhome.ge/pr/21705086/qiravdeba-4-otaxiani-bina-saburtaloze/,თბილისი,"2,995",15 / მ²,ქირავდება 4 ოთახიანი ბინა საბურთალოზე,საბურთალო,აფაქიძე ა. ქ. 11,200მ²,01 ივლ 17:53
https://www.myhome.ge/pr/21711386/qiravdeba-2-otaxiani-bina-saburtaloze/,თბილისი,"1,089",20 / მ²,ქირავდება 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,პეკინის გამზ. 25,55მ²,01 ივლ 17:52
https://www.myhome.ge/pr/20352631/qiravdeba-dghiurad-2-otaxiani-bina-gldanshi/,თბილისი,50,,ქირავდება დღიურად 2 ოთახიანი ბინა გლდანში,გლდანი,ხიზაბავრას ქ. 3,45მ²,01 ივლ 17:49
https://www.myhome.ge/pr/19719858/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,40,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,ვაჟა-ფშაველა - VII კვარტ. 80,50მ²,01 ივლ 17:47
https://www.myhome.ge/pr/21723570/qiravdeba-3-otaxiani-bina-vakeshi/,თბილისი,"2,700",31 / მ²,ქირავდება 3 ოთახიანი ბინა ვაკეში,ვაკე,ჟვანია ნ. ქ. 3,86მ²,01 ივლ 17:47
https://www.myhome.ge/pr/21681207/qiravdeba-2-otaxiani-bina-gldanshi/,თბილისი,"1,000",20 / მ²,ქირავდება 2 ოთახიანი ბინა გლდანში,გლდანი,გლდანი - V მ/რ,50მ²,01 ივლ 17:45
https://www.myhome.ge/pr/8411753/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,200,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,პეკინის გამზ.,78მ²,01 ივლ 17:44
https://www.myhome.ge/pr/21593166/qiravdeba-dghiurad-1-otaxiani-bina-saburtaloze/,თბილისი,150,,ქირავდება დღიურად 1 ოთახიანი ბინა საბურთალოზე,საბურთალო,ალექსიძე მ. ქ. 12,63მ²,01 ივლ 17:44
https://www.myhome.ge/pr/19513274/qiravdeba-dghiurad-1-otaxiani-bina-saburtaloze/,თბილისი,30,,ქირავდება დღიურად 1 ოთახიანი ბინა საბურთალოზე,საბურთალო,პეკინის გამზ. 9,35მ²,01 ივლ 17:43
https://www.myhome.ge/pr/21186311/iyideba-4-otaxiani-bina-saburtaloze/,თბილისი,"980,172","7,370 / მ²",იყიდება 4 ოთახიანი ბინა საბურთალოზე,საბურთალო,თამარაშვილი მ. ქუჩა,133მ²,01 ივლ 17:39
https://www.myhome.ge/pr/20912966/iyideba-2-otaxiani-bina-did-dighomshi/,თბილისი,"144,303","2,969 / მ²",იყიდება 2 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,დემეტრე თავდადებულის ქუჩა,48.6მ²,01 ივლ 17:35
https://www.myhome.ge/pr/21661091/iyideba-2-otaxiani-bina-did-dighomshi/,თბილისი,"176,976","3,933 / მ²",იყიდება 2 ოთახიანი ბინა დიდ დიღომში,დიდი დიღომი,გიორგი ბრწყინვალეს ქ. 48,45მ²,01 ივლ 17:35
https://www.myhome.ge/pr/20703004/iyideba-3-otaxiani-bina-fonichalashi/,თბილისი,"59,899","1,409 / მ²",იყიდება 3 ოთახიანი ბინა ფონიჭალაში,ფონიჭალა,მარნეულის ქ 39,42.5მ²,01 ივლ 17:30
https://www.myhome.ge/pr/18261821/qiravdeba-dghiurad-2-otaxiani-bina-saburtaloze/,თბილისი,50,,ქირავდება დღიურად 2 ოთახიანი ბინა საბურთალოზე,საბურთალო,პეკინის გამზ.,50მ²,01 ივლ 17:22
https://www.myhome.ge/pr/10839356/qiravdeba-dghiurad-2-otaxiani-bina-didubeshi/,თბილისი,40,,ქირავდება დღიურად 2 ოთახიანი ბინა დიდუბეში,,წყალტუბოს ქუჩა,60მ²,01 ივლ 17:16
https://www.myhome.ge/pr/17261851/qiravdeba-dghiurad-2-otaxiani-bina-didubeshi/,თბილისი,40,,ქირავდება დღიურად 2 ოთახიანი ბინა დიდუბეში,დიდუბე,მირცხულავას ქ.,50მ²,01 ივლ 17:12
https://www.myhome.ge/pr/21560782/qiravdeba-3-otaxiani-bina-nutsubidzis-ferdobze/,თბილისი,"2,723",27 / მ²,ქირავდება 3 ოთახიანი ბინა ნუცუბიძის ფერდობზე,ნუცუბიძის ფერდობი,ჟღენტი ბ. ქ. 2,100მ²,01 ივლ 17:08
https://www.myhome.ge/pr/21627784/iyideba-2-otaxiani-bina-gldanshi/,თბილისი,"155,194","2,587 / მ²",იყიდება 2 ოთახიანი ბინა გლდანში,გლდანი,აბაშიძე მ. ქ. 9,60მ²,01 ივლ 17:04
