url,city,price,price_per_sqm,description,district_name,street_address,area_m2,upload_date,transaction_type
https://livo.ge/udzravi-qoneba/iyideba-bina/iyideba-3-otaxiani-bina-qutaisshi-21813709,ქუთაისი,63000.0,1050.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,არ არის მოწოდებული,ბალანჩივაძის ქუჩა,60.0,2025-07-12 10:26,იყიდება
https://livo.ge/udzravi-qoneba/iyideba-bina/iyideba-3-otaxiani-bina-qutaisshi-21813627,ქუთაისი,57000.0,877.0,იყიდება 3 ოთახიანი ბინა ქუთაისში,არ არის მოწოდებული,ბუკიას ქ. 19,65.0,2025-07-12 09:16,იყიდება
https://livo.ge/udzravi-qoneba/qiravdebadghiurad-bina/qiravdeba-dghiurad-1-otaxiani-bina-batumshi-21821150,ბათუმი,37.0,1.0,ქირავდება დღიურად 1 ოთახიანი ბინა ბათუმში,არ არის მოწოდებული,კობალაძე ი. ქ. 4,34.0,2025-07-13 18:06,ქირავდება დღიურად
https://livo.ge/udzravi-qoneba/qiravdebadghiurad-bina/qiravdeba-dghiurad-4-otaxiani-bina-batumshi-21819495,ბათუმი,92.0,1.0,ქირავდება დღიურად 4 ოთახიანი ბინა ბათუმში,არ არის მოწოდებული,ფარნავაზ მეფის ქ. 63,120.0,2025-07-13 12:59,ქირავდება დღიურად
https://livo.ge/udzravi-qoneba/qiravdebadghiurad-bina/qiravdeba-dghiurad-1-otaxiani-bina-batumshi-21819048,ბათუმი,37.0,1.0,ქირავდება დღიურად 1 ოთახიანი ბინა ბათუმში,არ არის მოწოდებული,შარტავა ჟ. ქ.,40.0,2025-07-13 10:22,ქირავდება დღიურად
https://livo.ge/udzravi-qoneba/qiravdeba-bina/qiravdeba-1-otaxiani-bina-batumshi-21818918,ბათუმი,500.0,14.0,ქირავდება 1 ოთახიანი ბინა ბათუმში,არ არის მოწოდებული,ლეხ და მარია კაჩინსკების ქუჩა 5,35.0,2025-07-13 05:45,ქირავდება თვიურად
https://livo.ge/udzravi-qoneba/qiravdebadghiurad-bina/qiravdeba-dghiurad-1-otaxiani-bina-batumshi-21818117,ბათუმი,55.0,2.0,ქირავდება დღიურად 1 ოთახიანი ბინა ბათუმში,არ არის მოწოდებული,რუსთაველის ქ. 42,30.0,2025-07-12 19:27,ქირავდება დღიურად
https://livo.ge/udzravi-qoneba/qiravdeba-bina/qiravdeba-4-otaxiani-bina-batumshi-21816840,ბათუმი,1100.0,10.0,ქირავდება 4 ოთახიანი ბინა ბათუმში,არ არის მოწოდებული,ბაგრატიონი პ. შეს. 161,110.0,2025-07-12 16:22,ქირავდება თვიურად
https://livo.ge/udzravi-qoneba/qiravdebadghiurad-bina/qiravdeba-dghiurad-1-otaxiani-bina-batumshi-21469551,ბათუმი,29.0,1.0,ქირავდება დღიურად 1 ოთახიანი ბინა ბათუმში,არ არის მოწოდებული,შარტავა ჟ. ქ. 8,33.0,2025-07-12 10:49,ქირავდება დღიურად
https://livo.ge/udzravi-qoneba/iyideba-bina/iyideba-3-otaxiani-bina-batumshi-21812983,ბათუმი,135000.0,2500.0,იყიდება 3 ოთახიანი ბინა ბათუმში,არ არის მოწოდებული,აბაშიძე მ. ქ.,54.0,2025-07-11 19:57,იყიდება
https://livo.ge/udzravi-qoneba/qiravdebadghiurad-bina/qiravdeba-dghiurad-3-otaxiani-bina-batumshi-408604,ბათუმი,55.0,1.0,ქირავდება დღიურად 3 ოთახიანი ბინა ბათუმში,არ არის მოწოდებული,გორგილაძე ზ. ქუჩა 96,60.0,2025-07-11 16:02,ქირავდება დღიურად
